Date Event Generated,Instrument Type,Installed Product ID,System Name,Event Description,Component,Error ID,Source of Event,Location,Status,Exp Date,Closed Reason
tue aug 09 2022 19:36:45 gmt+0000,akta avant 25,28930842-1837474,19-5059,fraction collector is blocked or internal fault in the fraction collector. power off the instrument and check for obstruction inside the fraction collector. power on the instrument and try again.,eis.frac_15,21.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
tue aug 09 2022 14:53:07 gmt+0000,akta pure 25 m,29018226-2289241,athena,the drop sync led power has reached min or max without getting a correct signal from the drop sync sensor.,eis.frac_22,27.0,vid service log,"leiden, netherlands",closed,2023-04-25t00:00:00.000z,no action required
mon aug 08 2022 07:07:46 gmt+0000,akta avant 150,28976337-1960131,chrm-135128,no instrument data received for over 72 hours,nan,nan,connectivity,"lexington, united states of america",closed,2023-03-31t00:00:00.000z,no action required
sat aug 06 2022 07:19:35 gmt+0000,akta pure 25 m,29018226-2289241,athena,edge gateway offline for over 1 hour,nan,nan,connectivity,"leiden, netherlands",closed,2023-04-25t00:00:00.000z,customer resolved on own
sat aug 06 2022 07:19:35 gmt+0000,akta pure 150 m,29046694-2648980,pluto,edge gateway offline for over 1 hour,nan,nan,connectivity,"leiden, netherlands",closed,2023-04-25t00:00:00.000z,customer resolved on own
sat aug 06 2022 07:19:35 gmt+0000,akta pure 150 m,29046694-2286911,venus,edge gateway offline for over 1 hour,nan,nan,connectivity,"leiden, netherlands",closed,2023-04-25t00:00:00.000z,customer resolved on own
fri aug 05 2022 14:08:38 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,can bus resend warning.,eis.icu_1,32.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
fri aug 05 2022 13:11:12 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,freaq is blocked due to open hatch signals.,eis.frac_15,54.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
fri aug 05 2022 11:23:42 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,can bus resend warning.,eis.icu_1,32.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
thu aug 04 2022 21:01:23 gmt+0000,akta avant 25,28930842-2584237,avant2,"(12024) client watchdog failed to recieve a response from client within specifid limit, disconnect client",nan,nan,vid com log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
thu aug 04 2022 15:10:32 gmt+0000,akta avant 25,28930842-2584237,avant2,no instrument data received for over 72 hours,nan,nan,connectivity,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
thu aug 04 2022 14:07:24 gmt+0000,akta avant 25,28930842-1872411,chrm-135127,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,system audit trail,"lexington, united states of america",closed,2023-03-31t00:00:00.000z,no action required
thu aug 04 2022 14:07:23 gmt+0000,akta avant 25,28930842-1872411,chrm-135127,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"lexington, united states of america",closed,2023-03-31t00:00:00.000z,no action required
wed aug 03 2022 20:51:01 gmt+0000,akta pure 150 l,29046665-2599742,04_pure150_2599742,valve position error.,eis.valve_5,21.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
wed aug 03 2022 20:35:10 gmt+0000,akta avant 25,28930842-2881938,avant 25,freaq is blocked due to open hatch signals.,eis.frac_15,54.0,nan,"bryan, united states of america",closed,2025-03-03t00:00:00.000z,no action required
wed aug 03 2022 19:38:55 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
wed aug 03 2022 06:45:04 gmt+0000,akta avant 25,28930842-2840649,06_avant25_2840649,no instrument data received for over 1 hour during a run,nan,nan,connectivity,"austin, united states of america",closed,nan,no action required
wed aug 03 2022 06:45:04 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,no instrument data received for over 1 hour during a run,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
wed aug 03 2022 01:44:37 gmt+0000,akta avant 150,28976337-2825681,avant 6,pump head is blocked or there is an error in the pump.,eis.pump_2,51.0,vid service log,"bryan, united states of america",closed,2024-12-15t00:00:00.000z,duplicate event
wed aug 03 2022 01:35:28 gmt+0000,akta avant 150,28976337-2825681,avant 6,pump head is blocked or there is an error in the pump.,eis.pump_2,52.0,vid service log,"bryan, united states of america",closed,2024-12-15t00:00:00.000z,duplicate event
tue aug 02 2022 22:46:08 gmt+0000,akta avant 25,28930842-2606268,06_avant25_2606268,edge gateway offline for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,service case created
tue aug 02 2022 22:46:08 gmt+0000,akta pure 25 l,29018224-2606300,03_pure25_2606300,edge gateway offline for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,service case created
tue aug 02 2022 22:46:07 gmt+0000,akta pure 25 m,29018226-2600047,07_pure25_2600047,edge gateway offline for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,service case created
tue aug 02 2022 22:45:39 gmt+0000,akta pure 25 l1,29018225-2509860,03_pure25_2509860,edge gateway offline for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-05-29t00:00:00.000z,service case created
tue aug 02 2022 22:45:39 gmt+0000,akta avant 25,28930842-2840649,06_avant25_2840649,edge gateway offline for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,nan,service case created
tue aug 02 2022 22:45:38 gmt+0000,akta avant 150,28976337-2453900,08_avant150_2453900,edge gateway offline for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-05-10t00:00:00.000z,service case created
tue aug 02 2022 22:45:38 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,edge gateway offline for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,service case created
tue aug 02 2022 22:45:37 gmt+0000,akta pure 25 l1,29018225-2285841,02_pure25_2285841,edge gateway offline for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-05-29t00:00:00.000z,service case created
tue aug 02 2022 22:45:17 gmt+0000,akta pure 25 l1,29018225-2214579,02_pure25_2214579,edge gateway offline for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-05-10t00:00:00.000z,service case created
tue aug 02 2022 22:45:16 gmt+0000,akta pure 150 l,29046665-2599742,04_pure150_2599742,edge gateway offline for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,service case created
tue aug 02 2022 22:45:16 gmt+0000,akta avant 25,28930842-2763911,09_avant25_2763911,edge gateway offline for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-07-28t00:00:00.000z,service case created
tue aug 02 2022 22:45:15 gmt+0000,akta pure 25 l1,29018225-1687455,01_pure25_1687455,edge gateway offline for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-05-10t00:00:00.000z,service case created
tue aug 02 2022 22:45:14 gmt+0000,akta avant 25,28930842-2795018,05_avant25_2795018,edge gateway offline for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-09-23t00:00:00.000z,service case created
tue aug 02 2022 19:13:13 gmt+0000,akta avant 25,28930842-1521342,avant,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue aug 02 2022 16:57:11 gmt+0000,akta avant 150,28976337-2825681,avant 6,pump head is blocked or there is an error in the pump.,eis.pump_2,52.0,nan,"bryan, united states of america",closed,2024-12-15t00:00:00.000z,duplicate event
tue aug 02 2022 16:49:04 gmt+0000,akta avant 150,28976337-2825681,avant 6,pump head is blocked or there is an error in the pump.,eis.pump_2,51.0,nan,"bryan, united states of america",closed,2024-12-15t00:00:00.000z,duplicate event
tue aug 02 2022 01:14:35 gmt+0000,akta avant 150,28976337-2825681,avant 6,pump head is blocked or there is an error in the pump.,eis.pump_2,51.0,vid service log,"bryan, united states of america",closed,2024-12-15t00:00:00.000z,duplicate event
tue aug 02 2022 01:02:47 gmt+0000,akta avant 150,28976337-2825681,avant 6,pump head is blocked or there is an error in the pump.,eis.pump_2,52.0,vid service log,"bryan, united states of america",closed,2024-12-15t00:00:00.000z,duplicate event
tue aug 02 2022 00:49:17 gmt+0000,akta avant 150,28976337-2721728,19-7005,fraction collector is blocked or internal fault in the fraction collector. power off the instrument and check for obstruction inside the fraction collector. power on the instrument and try again.,eis.frac_15,21.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
mon aug 01 2022 23:32:19 gmt+0000,akta avant 150,28976337-2825681,avant 6,pump head is blocked or there is an error in the pump.,eis.pump_2,52.0,vid service log,"bryan, united states of america",closed,2024-12-15t00:00:00.000z,duplicate event
mon aug 01 2022 22:51:31 gmt+0000,akta avant 150,28976337-2825681,avant 6,pump head is blocked or there is an error in the pump.,eis.pump_2,51.0,vid service log,"bryan, united states of america",closed,2024-12-15t00:00:00.000z,service case created
sun jul 31 2022 23:27:39 gmt+0000,akta pure 150 m,29046694-2480611,akta pure 150_2,no instrument data received for over 72 hours,nan,nan,connectivity,"malvern, united states of america",closed,2023-03-11t00:00:00.000z,no action required
thu jul 28 2022 20:37:03 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
thu jul 28 2022 20:10:55 gmt+0000,akta pure 150 m,29046694-1917678,akta pure 150,"(4044) client watchdog failed to recieve a response from client within specifid limit, disconnect client",nan,nan,vid com log,"malvern, united states of america",closed,2023-03-11t00:00:00.000z,no action required
thu jul 28 2022 19:39:44 gmt+0000,akta avant 25,28930842-1823152,akta1,fraction collector is blocked or internal fault in the fraction collector. power off the instrument and check for obstruction inside the fraction collector. power on the instrument and try again.,eis.frac_15,21.0,vid service log,"buffalo, united states of america",closed,2026-12-22t00:00:00.000z,no action required
thu jul 28 2022 19:05:04 gmt+0000,akta avant 25,28930842-1521342,avant,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
thu jul 28 2022 18:41:52 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,nan,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
thu jul 28 2022 15:58:35 gmt+0000,akta avant 25,28930842-1837474,19-5059,fraction collector is blocked or internal fault in the fraction collector. power off the instrument and check for obstruction inside the fraction collector. power on the instrument and try again.,eis.frac_15,21.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
thu jul 28 2022 07:33:55 gmt+0000,akta avant 25,28930842-1962993,19-5067,accumulator mode is now running without drop hold.,eis.frac_15,70.0,vid service log,"gaithersburg, united states of america",closed,2024-04-11t00:00:00.000z,no action required
wed jul 27 2022 23:30:54 gmt+0000,akta pure 150 m,29046694-2286911,venus,edge gateway offline for over 1 hour,nan,nan,connectivity,"leiden, netherlands",closed,2023-04-25t00:00:00.000z,no action required
wed jul 27 2022 23:30:39 gmt+0000,akta pure 150 m,29046694-2648980,pluto,edge gateway offline for over 1 hour,nan,nan,connectivity,"leiden, netherlands",closed,2023-04-25t00:00:00.000z,no action required
wed jul 27 2022 23:30:39 gmt+0000,akta pure 25 m,29018226-2289241,athena,edge gateway offline for over 1 hour,nan,nan,connectivity,"leiden, netherlands",closed,2023-04-25t00:00:00.000z,no action required
wed jul 27 2022 20:14:45 gmt+0000,akta avant 25,28930842-1521342,avant,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
wed jul 27 2022 15:11:18 gmt+0000,akta avant 25,28930842-1823152,akta1,instrument server: run could not be started,nan,nan,instr. server call log,"buffalo, united states of america",closed,2026-12-22t00:00:00.000z,customer resolved on own
